pais,iso3,subregion,anio,decada,dimension,indicador,codigo_bm,unidad,valor,es_outlier
Haití,HTI,Caribe,2002,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,57.4,False
Haití,HTI,Caribe,2003,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,57.7,False
Haití,HTI,Caribe,2004,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.1,False
Haití,HTI,Caribe,2005,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.4,False
Haití,HTI,Caribe,2006,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.7,False
Haití,HTI,Caribe,2007,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.0,False
Haití,HTI,Caribe,2008,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.4,False
Haití,HTI,Caribe,2009,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.7,False
Haití,HTI,Caribe,2010,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,60.1,False
Haití,HTI,Caribe,2011,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,60.3,False
Haití,HTI,Caribe,2012,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,60.6,False
Haití,HTI,Caribe,2013,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,60.9,False
Haití,HTI,Caribe,2014,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,61.1,False
Haití,HTI,Caribe,1990,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,77.4,False
Haití,HTI,Caribe,1991,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,76.7,False
Haití,HTI,Caribe,1992,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,76.0,False
Haití,HTI,Caribe,1993,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,75.2,False
Haití,HTI,Caribe,1994,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,74.4,False
Haití,HTI,Caribe,1995,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,73.5,False
Haití,HTI,Caribe,1996,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,72.6,False
Haití,HTI,Caribe,1997,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,71.7,False
Haití,HTI,Caribe,1998,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,70.7,False
Haití,HTI,Caribe,1999,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.8,False
Haití,HTI,Caribe,2000,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.0,False
Haití,HTI,Caribe,2001,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.0,False
Haití,HTI,Caribe,2002,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.0,False
Haití,HTI,Caribe,2003,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.1,False
Haití,HTI,Caribe,2004,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.3,False
Haití,HTI,Caribe,2005,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.5,False
Haití,HTI,Caribe,2006,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.6,False
Haití,HTI,Caribe,2007,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,69.8,False
Haití,HTI,Caribe,2008,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,70.0,False
Haití,HTI,Caribe,2009,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,70.2,False
Haití,HTI,Caribe,2010,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,70.5,False
Haití,HTI,Caribe,2011,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,70.7,False
Haití,HTI,Caribe,2012,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,70.8,False
Haití,HTI,Caribe,2013,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,71.0,False
Haití,HTI,Caribe,2014,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,71.1,False
Haití,HTI,Caribe,1990,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),73.39,False
Haití,HTI,Caribe,1991,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),74.19,False
Haití,HTI,Caribe,1992,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),75.0,False
Haití,HTI,Caribe,1993,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),75.93,False
Haití,HTI,Caribe,1994,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),76.88,False
Haití,HTI,Caribe,1995,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),77.82,False
Haití,HTI,Caribe,1996,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),78.65,False
Haití,HTI,Caribe,1997,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),79.64,False
Haití,HTI,Caribe,1998,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),80.62,False
Haití,HTI,Caribe,1999,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),81.52,False
Haití,HTI,Caribe,2000,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),82.46,False
Haití,HTI,Caribe,2001,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),82.75,False
Haití,HTI,Caribe,2002,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),83.19,False
Haití,HTI,Caribe,2003,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),83.5,False
Haití,HTI,Caribe,2004,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),83.84,False
Haití,HTI,Caribe,2005,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),84.03,False
Haití,HTI,Caribe,2006,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),84.34,False
Haití,HTI,Caribe,2007,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),84.53,False
Haití,HTI,Caribe,2008,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),84.86,False
Haití,HTI,Caribe,2009,2000s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),85.04,False
Haití,HTI,Caribe,2010,2010s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),85.25,False
Haití,HTI,Caribe,2011,2010s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),85.29,False
Haití,HTI,Caribe,2012,2010s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),85.59,False
Haití,HTI,Caribe,2013,2010s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),85.77,False
Haití,HTI,Caribe,2014,2010s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),85.94,False
Honduras,HND,Centroamérica y México,1990,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,48.9,False
Honduras,HND,Centroamérica y México,1991,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,52.7,False
Honduras,HND,Centroamérica y México,1992,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,54.9,False
Honduras,HND,Centroamérica y México,1994,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,54.7,False
Honduras,HND,Centroamérica y México,1995,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,51.2,False
Honduras,HND,Centroamérica y México,1996,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,47.8,False
Honduras,HND,Centroamérica y México,1997,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,47.7,False
Honduras,HND,Centroamérica y México,1998,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,47.6,False
Honduras,HND,Centroamérica y México,1999,1990s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,44.4,False
Honduras,HND,Centroamérica y México,2001,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,50.4,False
Honduras,HND,Centroamérica y México,2002,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,47.6,False
Honduras,HND,Centroamérica y México,2003,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,44.7,False
Honduras,HND,Centroamérica y México,2004,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,50.0,False
Honduras,HND,Centroamérica y México,2005,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,52.6,False
Honduras,HND,Centroamérica y México,2006,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,46.8,False
Honduras,HND,Centroamérica y México,2007,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,46.0,False
Honduras,HND,Centroamérica y México,2008,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,47.0,False
Honduras,HND,Centroamérica y México,2009,2000s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,41.6,False
Honduras,HND,Centroamérica y México,2010,2010s,Calidad del empleo,Asalariadas,SL.EMP.WORK.FE.ZS,% del empleo femenino,41.3,False
Honduras,HND,Centroamérica y México,1990,1990s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,10.2,False
Honduras,HND,Centroamérica y México,1998,1990s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,9.4,False
Honduras,HND,Centroamérica y México,1999,1990s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,9.4,False
Honduras,HND,Centroamérica y México,2000,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,9.4,False
Honduras,HND,Centroamérica y México,2001,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,9.4,False
Honduras,HND,Centroamérica y México,2002,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,5.5,False
Honduras,HND,Centroamérica y México,2003,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,5.5,False
Honduras,HND,Centroamérica y México,2004,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,5.5,False
Honduras,HND,Centroamérica y México,2005,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,23.4,False
Honduras,HND,Centroamérica y México,2006,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,23.4,False
Honduras,HND,Centroamérica y México,2007,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,23.4,False
Honduras,HND,Centroamérica y México,2008,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,23.4,False
Honduras,HND,Centroamérica y México,2009,2000s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,18.0,False
Honduras,HND,Centroamérica y México,2010,2010s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,18.0,False
Honduras,HND,Centroamérica y México,2011,2010s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,19.5,False
Honduras,HND,Centroamérica y México,2012,2010s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,19.5,False
Honduras,HND,Centroamérica y México,2013,2010s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,19.5,False
Honduras,HND,Centroamérica y México,2014,2010s,Liderazgo,Bancas parlamentarias femeninas,SG.GEN.PARL.ZS,% de bancas,25.8,False
Honduras,HND,Centroamérica y México,1991,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,6.4,False
Honduras,HND,Centroamérica y México,1992,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.3,False
Honduras,HND,Centroamérica y México,1993,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.3,False
Honduras,HND,Centroamérica y México,1994,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.1,False
Honduras,HND,Centroamérica y México,1995,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.3,False
Honduras,HND,Centroamérica y México,1996,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,5.9,False
Honduras,HND,Centroamérica y México,1997,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.4,False
Honduras,HND,Centroamérica y México,1998,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,5.3,False
Honduras,HND,Centroamérica y México,1999,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.0,False
Honduras,HND,Centroamérica y México,2000,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.1,False
Honduras,HND,Centroamérica y México,2001,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.4,False
Honduras,HND,Centroamérica y México,2002,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.7,False
Honduras,HND,Centroamérica y México,2003,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,6.5,False
Honduras,HND,Centroamérica y México,2004,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,8.5,False
Honduras,HND,Centroamérica y México,2005,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,6.3,False
Honduras,HND,Centroamérica y México,2006,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.1,False
Honduras,HND,Centroamérica y México,2007,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,3.9,False
Honduras,HND,Centroamérica y México,2008,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.1,False
Honduras,HND,Centroamérica y México,2009,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,4.4,False
Honduras,HND,Centroamérica y México,2010,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,6.6,False
Honduras,HND,Centroamérica y México,2011,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,6.3,False
Honduras,HND,Centroamérica y México,2012,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,5.3,False
Honduras,HND,Centroamérica y México,2013,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,5.1,False
Honduras,HND,Centroamérica y México,2014,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,5.1,False
Honduras,HND,Centroamérica y México,1990,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,0.7,False
Honduras,HND,Centroamérica y México,1991,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,0.6,False
Honduras,HND,Centroamérica y México,1992,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,0.5,False
Honduras,HND,Centroamérica y México,1994,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.5,False
Honduras,HND,Centroamérica y México,1995,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.3,False
Honduras,HND,Centroamérica y México,1996,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.2,False
Honduras,HND,Centroamérica y México,1997,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.3,False
Honduras,HND,Centroamérica y México,1998,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.6,False
Honduras,HND,Centroamérica y México,1999,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.9,False
Honduras,HND,Centroamérica y México,2001,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.5,False
Honduras,HND,Centroamérica y México,2002,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.3,False
Honduras,HND,Centroamérica y México,2003,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.2,False
Honduras,HND,Centroamérica y México,2004,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.3,False
Honduras,HND,Centroamérica y México,2005,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.7,False
Honduras,HND,Centroamérica y México,2006,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.0,False
Honduras,HND,Centroamérica y México,2007,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.7,False
Honduras,HND,Centroamérica y México,2008,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.8,False
Honduras,HND,Centroamérica y México,2009,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.0,False
Honduras,HND,Centroamérica y México,2010,2010s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.9,False
Honduras,HND,Centroamérica y México,1990,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,5.8,False
Honduras,HND,Centroamérica y México,1992,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,6.2,False
Honduras,HND,Centroamérica y México,1994,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,5.9,False
Honduras,HND,Centroamérica y México,1995,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,6.4,False
Honduras,HND,Centroamérica y México,1996,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,7.6,False
Honduras,HND,Centroamérica y México,1997,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,7.1,False
Honduras,HND,Centroamérica y México,1998,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,7.8,False
Honduras,HND,Centroamérica y México,1999,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,8.9,False
Honduras,HND,Centroamérica y México,2001,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,7.0,False
Honduras,HND,Centroamérica y México,2002,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,8.9,False
Honduras,HND,Centroamérica y México,2003,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,8.7,False
Honduras,HND,Centroamérica y México,2004,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,7.2,False
Honduras,HND,Centroamérica y México,2005,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,13.1,False
Honduras,HND,Centroamérica y México,2006,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,10.6,False
Honduras,HND,Centroamérica y México,2007,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,10.0,False
Honduras,HND,Centroamérica y México,2008,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,10.4,False
Honduras,HND,Centroamérica y México,2009,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,11.9,False
Honduras,HND,Centroamérica y México,2010,2010s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,12.5,False
Honduras,HND,Centroamérica y México,2011,2010s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,9.6,False
Honduras,HND,Centroamérica y México,2012,2010s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,11.5,False
Honduras,HND,Centroamérica y México,2013,2010s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,10.3,False
Honduras,HND,Centroamérica y México,1990,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,71.4,False
Honduras,HND,Centroamérica y México,1992,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,69.1,False
Honduras,HND,Centroamérica y México,1994,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,65.2,False
Honduras,HND,Centroamérica y México,1995,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,64.9,False
Honduras,HND,Centroamérica y México,1996,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,63.6,False
Honduras,HND,Centroamérica y México,1997,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,65.7,False
Honduras,HND,Centroamérica y México,1998,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,65.7,False
Honduras,HND,Centroamérica y México,1999,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,66.5,False
Honduras,HND,Centroamérica y México,2001,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,67.6,False
Honduras,HND,Centroamérica y México,2002,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,64.7,False
Honduras,HND,Centroamérica y México,2003,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,65.9,False
Honduras,HND,Centroamérica y México,2004,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,68.9,False
Honduras,HND,Centroamérica y México,2005,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,63.4,False
Honduras,HND,Centroamérica y México,2006,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,67.0,False
Honduras,HND,Centroamérica y México,2007,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,68.1,False
Honduras,HND,Centroamérica y México,2008,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,68.2,False
Honduras,HND,Centroamérica y México,2009,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,67.9,False
Honduras,HND,Centroamérica y México,2010,2010s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,67.9,False
Honduras,HND,Centroamérica y México,2011,2010s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,69.7,False
Honduras,HND,Centroamérica y México,2012,2010s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,67.4,False
Honduras,HND,Centroamérica y México,2013,2010s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,70.2,False
Honduras,HND,Centroamérica y México,1990,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,50.2,False
Honduras,HND,Centroamérica y México,1991,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,46.5,False
Honduras,HND,Centroamérica y México,1992,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,44.6,False
Honduras,HND,Centroamérica y México,1994,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,43.7,False
